Receipt No.,Completion Time,Details,Transaction Status,Paid In,Withdrawn,Balance
SF90XHDTW6,2024-06-09 16:05:00.010,,Completed,,-399.0,1242.35
SF96XFO5WC,2024-06-09 15:51:00.029,,Completed,,-133.65,1641.35
SF97XFO2UX,2024-06-09 15:51:00.029,,Completed,1775.0,,1775.0
SF84U2AM3M,2024-06-08 16:56:00.038,,Completed,,-13.0,0.0
SF84U2AM3M,2024-06-08 16:56:00.038,,Completed,,-750.0,13.0
SF84U2AM3M,2024-06-08 16:56:00.038,of Credit Party,Completed,132.32,,763.0
SF83TZHU9X,2024-06-08 16:36:59.990,,Completed,1000.0,,1000.0
SF81TZI1S5,2024-06-08 16:36:59.990,,Completed,,-369.32,630.68
SF87TVTFAD,2024-06-08 16:11:00.038,,Completed,,-100.0,0.0
SF87TVTFAD,2024-06-08 16:11:00.038,of Credit Party,Completed,100.0,,100.0
SF85TT5ORL,2024-06-08 15:51:00.029,,Completed,,-13.0,0.0
SF85TT5ORL,2024-06-08 15:51:00.029,,Completed,,-1000.0,13.0
SF85TT5ORL,2024-06-08 15:51:00.029,of Credit Party,Completed,265.66,,1013.0
SF84TQRAMU,2024-06-08 15:33:59.990,,Completed,,-34.0,747.34
SF84TQRAMU,2024-06-08 15:33:59.990,,Completed,,-3800.0,781.34
SF80TFICTM,2024-06-08 14:10:00.019,,Completed,,-230.0,4581.34
SF84TF2P8K,2024-06-08 14:06:59.962,,Completed,,-10.0,4811.34
SF84TF2P8K,2024-06-08 14:06:59.962,,Completed,,-730.0,4821.34
SF85T8J8ER,2024-06-08 13:18:59.990,,Completed,5000.0,,5551.34
SF76POXEUK,2024-06-07 14:35:00.010,,Completed,,-200.0,551.34
SF75OQWKDF,2024-06-07 10:07:59.981,,Completed,,-300.0,751.34
SF78OQR9KM,2024-06-07 10:07:00.019,,Completed,,-100.0,1051.34
SF61MVOSO7,2024-06-06 18:45:59.962,,Completed,,-7.0,1151.34
SF61MVOSO7,2024-06-06 18:45:59.962,,Completed,,-250.0,1158.34
SF65MVGIZX,2024-06-06 18:45:00.000,,Completed,,-7.0,1408.34
SF65MVGIZX,2024-06-06 18:45:00.000,,Completed,,-260.0,1415.34
SF68MUYDZY,2024-06-06 18:42:59.990,,Completed,,-7.0,1675.34
SF68MUYDZY,2024-06-06 18:42:59.990,,Completed,,-465.0,1682.34
SF67MUMWLF,2024-06-06 18:40:59.981,,Completed,2000.0,,2147.34
SF60MT66Q6,2024-06-06 18:33:59.990,,Completed,,-7.0,147.34
SF60MT66Q6,2024-06-06 00:00:00.000,Customer Transfer to - 2547******121 PETER MWANGI,Completed,,-200.0,154.34
SF42FT4YLE,2024-06-04 00:00:00.000,Customer Transfer to - 2547******881 JANE MUTURI,Completed,,-40.0,354.34
SF42FSSFY2,2024-06-04 00:00:00.000,Customer Transfer to - 2547******756 SEBERINA LIICHA,Completed,,-70.0,394.34
SF45FSGBU5,2024-06-04 00:00:00.000,Customer Transfer of Funds Charge,Completed,,-7.0,464.34
SF45FSGBU5,2024-06-04 00:00:00.000,Customer Transfer to - 2547******802 JANE KINYUA,Completed,,-120.0,471.34
SF48F2YJWQ,2024-06-04 00:00:00.000,Pay Bill Charge,Completed,,-34.0,591.34
SF48F2YJWQ,2024-06-04 00:00:00.000,Pay Bill Online to 247247 - Equity Paybill Account Acc. 0510173643067,Completed,,-5000.0,625.34
